Start Warp Name	Start Warp Group	->	End Warp Name	End Warp Group
Bills House Exit 2	(Bills House)	->	BILLS_FAMILYS_HOUSE Entrance	(Goldenrod Rocket Corner Block)
BILLS_HOUSE Exit	(Bills Grandfather House)	->	BILLS_HOUSE Entrance	(Sea Cottage)
BILLS_HOUSE Exit 2	(Bills Grandfather House)	->	BILLS_HOUSE Entrance	(Sea Cottage)
BLACKTHORN_DRAGON_SPEECH_HOUSE Entrance	(Blackthorn)	->	BLACKTHORN_DRAGON_SPEECH_HOUSE Exit	(Blackthorn Dragon Speech House)
BLACKTHORN_MART Entrance	(Blackthorn)	->	BLACKTHORN_MART Exit 2	(Blackthorn Mart)
BLACKTHORN_GYM_1F Entrance	(Blackthorn Rockets Cleared)	->	BLACKTHORN_GYM_1F Exit	(Blackthorn Gym 1F Main)
DRAGONS_DEN_1F Entrance	(Blackthorn Clair Defeated Surf)	->	DRAGONS_DEN_1F Exit	(Dragons Den Hall 1)
BLACKTHORN_POKECENTER_1F Entrance	(Blackthorn)	->	BLACKTHORN_POKECENTER_1F Exit	(Blackthorn Poke Center)
BLACKTHORN_EMYS_HOUSE Entrance	(Blackthorn)	->	Blackthorn Trade House Exit	(Blackthorn Trade House)
Blackthorn City Ice Path Entrance	(Blackthorn)	->	Ice Path Blackthorn City Exit	(Ice Path Blackthorn Side)
MOVE_DELETERS_HOUSE Entrance	(Blackthorn)	->	MOVE_DELETERS_HOUSE Exit	(Move Deleters)
BLACKTHORN_DRAGON_SPEECH_HOUSE Exit	(Blackthorn Dragon Speech House)	->	BLACKTHORN_DRAGON_SPEECH_HOUSE Entrance	(Blackthorn)
BLACKTHORN_DRAGON_SPEECH_HOUSE Exit 2	(Blackthorn Dragon Speech House)	->	BLACKTHORN_DRAGON_SPEECH_HOUSE Entrance	(Blackthorn)
Blackthorn Trade House Exit	(Blackthorn Trade House)	->	BLACKTHORN_EMYS_HOUSE Entrance	(Blackthorn)
Blackthorn Trade House Exit 2	(Blackthorn Trade House)	->	BLACKTHORN_EMYS_HOUSE Entrance	(Blackthorn)
Blackthorn Gym First Stairs Up	(Blackthorn Gym 1F Main)	->	Blackthorn Gym First Stairs Down	(Blackthorn Gym Boulders Room)
Blackthorn Gym 1F West Hole Drop Point	(Blackthorn Gym 1F Main)	->	Blackthorn Gym 2F West Hole	(Blackthorn Gym Boulders Room)
BLACKTHORN_GYM_1F Exit	(Blackthorn Gym 1F Main)	->	BLACKTHORN_GYM_1F Entrance	(Blackthorn Rockets Cleared)
BLACKTHORN_GYM_1F Exit 2	(Blackthorn Gym 1F Main)	->	BLACKTHORN_GYM_1F Entrance	(Blackthorn Rockets Cleared)
Blackthorn Gym 1F South West Hole Drop Point	(Blackthorn Gym Middle)	->	Blackthorn Gym 2F North East Hole	(Blackthorn Gym Boulders Room)
Blackthorn Gym 1F South East Hole Drop Point	(Blackthorn Gym Middle)	->	Blackthorn Gym 2F South East Hole	(Blackthorn Gym Boulders Room)
Blackthorn Gym Second Stairs Up	(Blackthorn Gym Middle)	->	Blackthorn Gym Second Stairs Down	(Blackthorn Gym Boulders Room)
Blackthorn Gym First Stairs Down	(Blackthorn Gym Boulders Room)	->	Blackthorn Gym First Stairs Up	(Blackthorn Gym 1F Main)
Blackthorn Gym 2F West Hole	(Blackthorn Gym Boulders Room)	->	Blackthorn Gym 1F West Hole Drop Point	(Blackthorn Gym 1F Main)
Blackthorn Gym Second Stairs Down	(Blackthorn Gym Boulders Room)	->	Blackthorn Gym Second Stairs Up	(Blackthorn Gym Middle)
Blackthorn Gym 2F North East Hole	(Blackthorn Gym Boulders Room)	->	Blackthorn Gym 1F South West Hole Drop Point	(Blackthorn Gym Middle)
Blackthorn Gym 2F South East Hole	(Blackthorn Gym Boulders Room)	->	Blackthorn Gym 1F South East Hole Drop Point	(Blackthorn Gym Middle)
BLACKTHORN_MART Exit	(Blackthorn Mart)	->	BLACKTHORN_MART Entrance	(Blackthorn)
BLACKTHORN_MART Exit 2	(Blackthorn Mart)	->	BLACKTHORN_MART Entrance	(Blackthorn)
BLACKTHORN_POKECENTER_1F Stairs	(Blackthorn Poke Center)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
BLACKTHORN_POKECENTER_1F Exit	(Blackthorn Poke Center)	->	BLACKTHORN_POKECENTER_1F Entrance	(Blackthorn)
BLACKTHORN_POKECENTER_1F Exit 2	(Blackthorn Poke Center)	->	BLACKTHORN_POKECENTER_1F Entrance	(Blackthorn)
BLUES_HOUSE Exit	(Blues House)	->	BLUES_HOUSE Entrance	(West Kanto)
BLUES_HOUSE Exit 2	(Blues House)	->	BLUES_HOUSE Entrance	(West Kanto)
BRUNOS_ROOM Exit	(Brunos Room)	->	BRUNOS_ROOM Entrance	(Kogas Room)
KARENS_ROOM Entrance	(Brunos Room)	->	KARENS_ROOM Exit	(Karens Room)
BRUNOS_ROOM Exit 2	(Brunos Room)	->	BRUNOS_ROOM Entrance 2	(Kogas Room)
KARENS_ROOM Entrance 2	(Brunos Room)	->	KARENS_ROOM Exit 2	(Karens Room)
Burned Tower Exit 2	(Burned Tower 1F)	->	BURNED_TOWER_1F Entrance	(Ecruteak)
Unused	(Unused)	->	Unused	(Unused)
Burned Tower Hole	(Burned Tower 1F)	->	Burned Tower Basement Drop Point	(Burned Tower Basement)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Burned Tower Basement Drop Point	(Burned Tower Basement)
Unused	(Unused)	->	Unused	(Unused)
Burned Tower Hole 2	(Burned Tower 1F)	->	Burned Tower Basement Drop Point	(Burned Tower Basement)
Unused	(Unused)	->	Burned Tower Basement Drop Point	(Burned Tower Basement)
Burned Tower Ladder Down	(Burned Tower 1F Down)	->	Burned Tower Ladder Up	(Burned Tower Basement)
Burned Tower Exit	(Burned Tower 1F)	->	BURNED_TOWER_1F Entrance	(Ecruteak)
Unused	(Unused)	->	Unused	(Unused)
Burned Tower Basement Drop Point	(Burned Tower Basement)	->	Burned Tower Hole	(Burned Tower 1F)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Unused	(Unused)	->	Unused	(Unused)
Burned Tower Ladder Up	(Burned Tower Basement)	->	Burned Tower Ladder Down	(Burned Tower 1F Down)
CELADON_CAFE Exit	(Celadon Cafe)	->	CELADON_CAFE Entrance	(Celadon)
CELADON_CAFE Exit 2	(Celadon Cafe)	->	CELADON_CAFE Entrance	(Celadon)
CELADON_GYM Entrance	(Celadon Gym Outside)	->	CELADON_GYM Exit	(Celadon Gym)
Celadon Mansion Back Entrance	(Celadon)	->	Celadon Mansion Back Exit	(Celadon Mansion 1F Back)
Celadon Mansion Front  Entrance	(Celadon)	->	Celadon Mansion Main Exit	(Celadon Mansion 1F)
Celadon Mansion Back Entrance 2	(Celadon)	->	Celadon Mansion Back Exit	(Celadon Mansion 1F Back)
CELADON_GAME_CORNER Entrance	(Celadon)	->	CELADON_GAME_CORNER Exit	(Celadon Game Corner)
CELADON_GAME_CORNER_PRIZE_ROOM Entrance	(Celadon)	->	CELADON_GAME_CORNER_PRIZE_ROOM Exit	(Celadon Prize Corner)
CELADON_CAFE Entrance	(Celadon)	->	CELADON_CAFE Exit	(Celadon Cafe)
CELADON_POKECENTER_1F Entrance	(Celadon)	->	CELADON_POKECENTER_1F Exit	(Celadon Center)
CELADON_DEPT_STORE_1F Entrance	(Celadon)	->	CELADON_DEPT_STORE_1F Exit	(Celadon Dept. Store)
Celadon Dept. Store 1F Up	(Celadon Dept. Store)	->	Celadon Dept. Store 2F Down	(Celadon Dept. Store)
CELADON_DEPT_STORE_1F Exit	(Celadon Dept. Store)	->	CELADON_DEPT_STORE_1F Entrance	(Celadon)
CELADON_DEPT_STORE_1F Exit 2	(Celadon Dept. Store)	->	CELADON_DEPT_STORE_1F Entrance	(Celadon)
Celadon Dept. Store 2F Up	(Celadon Dept. Store)	->	Celadon Dept.Store 3F Down	(Celadon Dept. Store)
Celadon Dept. Store 2F Down	(Celadon Dept. Store)	->	Celadon Dept. Store 1F Up	(Celadon Dept. Store)
Celadon Dept.Store 3F Down	(Celadon Dept. Store)	->	Celadon Dept. Store 2F Up	(Celadon Dept. Store)
Celadon Dept. Store 3F Up	(Celadon Dept. Store)	->	Celadon Dept.Store 4F Down	(Celadon Dept. Store)
Celadon Dept. Store 4F Up	(Celadon Dept. Store)	->	Celadon Dept. Store 5F Down	(Celadon Dept. Store)
Celadon Dept.Store 4F Down	(Celadon Dept. Store)	->	Celadon Dept. Store 3F Up	(Celadon Dept. Store)
Celadon Dept. Store 5F Down	(Celadon Dept. Store)	->	Celadon Dept. Store 4F Up	(Celadon Dept. Store)
Celadon Dept. Store 5F Up	(Celadon Dept. Store)	->	CELADON_DEPT_STORE_6F Exit	(Celadon Dept. Store)
CELADON_DEPT_STORE_6F Exit	(Celadon Dept. Store)	->	Celadon Dept. Store 5F Up	(Celadon Dept. Store)
CELADON_GAME_CORNER_PRIZE_ROOM Exit	(Celadon Prize Corner)	->	CELADON_GAME_CORNER_PRIZE_ROOM Entrance	(Celadon)
CELADON_GAME_CORNER_PRIZE_ROOM Exit 2	(Celadon Prize Corner)	->	CELADON_GAME_CORNER_PRIZE_ROOM Entrance	(Celadon)
CELADON_GAME_CORNER Exit	(Celadon Game Corner)	->	CELADON_GAME_CORNER Entrance	(Celadon)
CELADON_GAME_CORNER Exit 2	(Celadon Game Corner)	->	CELADON_GAME_CORNER Entrance	(Celadon)
CELADON_GYM Exit	(Celadon Gym)	->	CELADON_GYM Entrance	(Celadon Gym Outside)
CELADON_GYM Exit 2	(Celadon Gym)	->	CELADON_GYM Entrance	(Celadon Gym Outside)
Celadon Mansion 1F Back Up	(Celadon Mansion 1F Back)	->	Celadon Mansion 2F Back Down	(Celadon Mansion 2F Back)
Celadon Mansion Back Exit	(Celadon Mansion 1F Back)	->	Celadon Mansion Back Entrance	(Celadon)
Celadon Mansion Main Exit	(Celadon Mansion 1F)	->	Celadon Mansion Front  Entrance	(Celadon)
Celadon Mansion 1F Up	(Celadon Mansion 1F)	->	Celadon Mansion 2F Down	(Celadon Mansion 2F)
Celadon Mansion Main Exit 2	(Celadon Mansion 1F)	->	Celadon Mansion Front  Entrance	(Celadon)
Celadon Mansion 2F Back Down	(Celadon Mansion 2F Back)	->	Celadon Mansion 1F Back Up	(Celadon Mansion 1F Back)
Celadon Mansion 2F Back Up	(Celadon Mansion 2F Back)	->	Celadon Mansion 3F Back Down	(Celadon Mansion Back 3F)
Celadon Mansion 2F Up	(Celadon Mansion 2F)	->	Celadon Mansion 3F Down	(Celadon Mansion 3F)
Celadon Mansion 2F Down	(Celadon Mansion 2F)	->	Celadon Mansion 1F Up	(Celadon Mansion 1F)
Celadon Mansion 3F Back Up	(Celadon Mansion Back 3F)	->	Celadon Mansion Roof Back Down	(Celadon Mansion Roof Back)
Celadon Mansion 3F Back Down	(Celadon Mansion Back 3F)	->	Celadon Mansion 2F Back Up	(Celadon Mansion 2F Back)
Celadon Mansion 3F Down	(Celadon Mansion 3F)	->	Celadon Mansion 2F Up	(Celadon Mansion 2F)
Celadon Mansion 3F Up	(Celadon Mansion 3F)	->	Celadon Mansion Roof Down	(Celadon Mansion Roof)
CELADON_MANSION_ROOF_HOUSE Exit	(Celadon Curse House)	->	CELADON_MANSION_ROOF_HOUSE Entrance	(Celadon Mansion Roof Back)
CELADON_MANSION_ROOF_HOUSE Exit 2	(Celadon Curse House)	->	CELADON_MANSION_ROOF_HOUSE Entrance	(Celadon Mansion Roof Back)
Celadon Mansion Roof Back Down	(Celadon Mansion Roof Back)	->	Celadon Mansion 3F Back Up	(Celadon Mansion Back 3F)
CELADON_MANSION_ROOF_HOUSE Entrance	(Celadon Mansion Roof Back)	->	CELADON_MANSION_ROOF_HOUSE Exit	(Celadon Curse House)
Celadon Mansion Roof Down	(Celadon Mansion Roof)	->	Celadon Mansion 3F Up	(Celadon Mansion 3F)
CELADON_POKECENTER_1F Stairs	(Celadon Center)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
CELADON_POKECENTER_1F Exit	(Celadon Center)	->	CELADON_POKECENTER_1F Entrance	(Celadon)
CELADON_POKECENTER_1F Exit 2	(Celadon Center)	->	CELADON_POKECENTER_1F Entrance	(Celadon)
X	(X)	->	CELADON_POKECENTER_1F Stairs	(Celadon Center)
CERULEAN_TRADE_SPEECH_HOUSE Entrance	(Cerulean)	->	CERULEAN_TRADE_SPEECH_HOUSE Exit	(Cerulean Trade Speech House)
CERULEAN_POKECENTER_1F Entrance	(Cerulean)	->	CERULEAN_POKECENTER_1F Exit	(Cerulean Pokecenter)
CERULEAN_MART Entrance	(Cerulean)	->	CERULEAN_MART Exit 2	(Cerulean Mart)
CERULEAN_POLICE_STATION Entrance	(Cerulean)	->	CERULEAN_POLICE_STATION Exit	(Cerulean Dig House)
CERULEAN_GYM Entrance	(Cerulean)	->	CERULEAN_GYM Exit	(Cerulean Gym)
CERULEAN_GYM_BADGE_SPEECH_HOUSE Entrance	(Cerulean)	->	CERULEAN_GYM_BADGE_SPEECH_HOUSE Exit	(Cerulean Gym Badge House)
CERULEAN_GYM_BADGE_SPEECH_HOUSE Exit	(Cerulean Gym Badge House)	->	CERULEAN_GYM_BADGE_SPEECH_HOUSE Entrance	(Cerulean)
CERULEAN_GYM_BADGE_SPEECH_HOUSE Exit 2	(Cerulean Gym Badge House)	->	CERULEAN_GYM_BADGE_SPEECH_HOUSE Entrance	(Cerulean)
CERULEAN_GYM Exit	(Cerulean Gym)	->	CERULEAN_GYM Entrance	(Cerulean)
CERULEAN_GYM Exit 2	(Cerulean Gym)	->	CERULEAN_GYM Entrance	(Cerulean)
CERULEAN_MART Exit	(Cerulean Mart)	->	CERULEAN_MART Entrance	(Cerulean)
CERULEAN_MART Exit 2	(Cerulean Mart)	->	CERULEAN_MART Entrance	(Cerulean)
CERULEAN_POKECENTER_1F Stairs	(Cerulean Pokecenter)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
CERULEAN_POKECENTER_1F Exit	(Cerulean Pokecenter)	->	CERULEAN_POKECENTER_1F Entrance	(Cerulean)
CERULEAN_POKECENTER_1F Exit 2	(Cerulean Pokecenter)	->	CERULEAN_POKECENTER_1F Entrance	(Cerulean)
CERULEAN_POKECENTER_1F Exit Stairs2	(Cerulean Pokecenter)	->	CERULEAN_POKECENTER_1F Exit	(Cerulean Pokecenter)
CERULEAN_POLICE_STATION Exit	(Cerulean Dig House)	->	CERULEAN_POLICE_STATION Entrance	(Cerulean)
CERULEAN_POLICE_STATION Exit 2	(Cerulean Dig House)	->	CERULEAN_POLICE_STATION Entrance	(Cerulean)
CERULEAN_TRADE_SPEECH_HOUSE Exit	(Cerulean Trade Speech House)	->	CERULEAN_TRADE_SPEECH_HOUSE Entrance	(Cerulean)
CERULEAN_TRADE_SPEECH_HOUSE Exit 2	(Cerulean Trade Speech House)	->	CERULEAN_TRADE_SPEECH_HOUSE Entrance	(Cerulean)
CHARCOAL_KILN Exit	(Charcoal Kiln)	->	CHARCOAL_KILN Entrance	(Azalea)
CHARCOAL_KILN Exit 2	(Charcoal Kiln)	->	CHARCOAL_KILN Entrance	(Azalea)
Cherrygrove West House Entrance	(Cherrygrove)	->	CHERRYGROVE_GYM_SPEECH_HOUSE Exit	(Cherrygrove Gym House)
CHERRYGROVE_MART Entrance	(Cherrygrove)	->	CHERRYGROVE_MART Exit 2	(Cherrygrove Mart)
GUIDE_GENTS_HOUSE Entrance	(Cherrygrove)	->	GUIDE_GENTS_HOUSE Exit	(Cherrygrove Guide House)
CHERRYGROVE_POKECENTER_1F Entrance	(Cherrygrove)	->	CHERRYGROVE_POKECENTER_1F Exit	(Cherrygrove Center)
Cherrygrove East House Entrance	(Cherrygrove)	->	CHERRYGROVE_EVOLUTION_SPEECH_HOUSE Exit	(Cherrygrove Evolution House)
CHERRYGROVE_EVOLUTION_SPEECH_HOUSE Exit	(Cherrygrove Evolution House)	->	Cherrygrove East House Entrance	(Cherrygrove)
CHERRYGROVE_EVOLUTION_SPEECH_HOUSE Exit 2	(Cherrygrove Evolution House)	->	Cherrygrove East House Entrance	(Cherrygrove)
CHERRYGROVE_GYM_SPEECH_HOUSE Exit	(Cherrygrove Gym House)	->	Cherrygrove West House Entrance	(Cherrygrove)
CHERRYGROVE_GYM_SPEECH_HOUSE Exit 2	(Cherrygrove Gym House)	->	Cherrygrove West House Entrance	(Cherrygrove)
CHERRYGROVE_MART Exit	(Cherrygrove Mart)	->	CHERRYGROVE_MART Entrance	(Cherrygrove)
CHERRYGROVE_MART Exit 2	(Cherrygrove Mart)	->	CHERRYGROVE_MART Entrance	(Cherrygrove)
CHERRYGROVE_POKECENTER_1F Stairs	(Cherrygrove Center)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
CHERRYGROVE_POKECENTER_1F Exit	(Cherrygrove Center)	->	CHERRYGROVE_POKECENTER_1F Entrance	(Cherrygrove)
CHERRYGROVE_POKECENTER_1F Exit 2	(Cherrygrove Center)	->	CHERRYGROVE_POKECENTER_1F Entrance	(Cherrygrove)
CIANWOOD_LUGIA_SPEECH_HOUSE Entrance	(Cianwood)	->	CIANWOOD_LUGIA_SPEECH_HOUSE Exit	(Cianwood Lugia House)
CIANWOOD_PHARMACY Entrance	(Cianwood)	->	CIANWOOD_PHARMACY Exit	(Cianwood Pharmacy)
Shuckle House Entrance	(Cianwood)	->	Shuckle House Exit	(Shuckle House)
CIANWOOD_POKECENTER_1F Entrance	(Cianwood)	->	CIANWOOD_POKECENTER_1F Exit	(Cianwood Center)
POKE_SEERS_HOUSE Entrance	(Cianwood)	->	POKE_SEERS_HOUSE Exit	(Cianwood Seers House)
CIANWOOD_GYM Entrance	(Cianwood)	->	CIANWOOD_GYM Exit	(Cianwood Gym)
CIANWOOD_PHOTO_STUDIO Entrance	(Cianwood)	->	Cianwood Photo House Exit	(Cianwood Photo House)
CIANWOOD_GYM Exit	(Cianwood Gym)	->	CIANWOOD_GYM Entrance	(Cianwood)
CIANWOOD_GYM Exit 2	(Cianwood Gym)	->	CIANWOOD_GYM Entrance	(Cianwood)
CIANWOOD_LUGIA_SPEECH_HOUSE Exit	(Cianwood Lugia House)	->	CIANWOOD_LUGIA_SPEECH_HOUSE Entrance	(Cianwood)
CIANWOOD_LUGIA_SPEECH_HOUSE Exit 2	(Cianwood Lugia House)	->	CIANWOOD_LUGIA_SPEECH_HOUSE Entrance	(Cianwood)
CIANWOOD_PHARMACY Exit	(Cianwood Pharmacy)	->	CIANWOOD_PHARMACY Entrance	(Cianwood)
CIANWOOD_PHARMACY Exit 2	(Cianwood Pharmacy)	->	CIANWOOD_PHARMACY Entrance	(Cianwood)
Cianwood Photo House Exit	(Cianwood Photo House)	->	CIANWOOD_PHOTO_STUDIO Entrance	(Cianwood)
Cianwood Photo House Exit 2	(Cianwood Photo House)	->	CIANWOOD_PHOTO_STUDIO Entrance	(Cianwood)
CIANWOOD_POKECENTER_1F Stairs	(Cianwood Center)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
CIANWOOD_POKECENTER_1F Exit	(Cianwood Center)	->	CIANWOOD_POKECENTER_1F Entrance	(Cianwood)
CIANWOOD_POKECENTER_1F Exit 2	(Cianwood Center)	->	CIANWOOD_POKECENTER_1F Entrance	(Cianwood)
CINNABAR_POKECENTER_1F Entrance	(Cinnabar)	->	CINNABAR_POKECENTER_1F Exit	(Cinnabar Pokecenter)
CINNABAR_POKECENTER_1F Stairs	(Cinnabar Pokecenter)	->	Pokecenter Upstairs Multi-Exit	(Pokemon Center Upstairs)
CINNABAR_POKECENTER_1F Exit	(Cinnabar Pokecenter)	->	CINNABAR_POKECENTER_1F Entrance	(Cinnabar)
CINNABAR_POKECENTER_1F Exit 2	(Cinnabar Pokecenter)	->	CINNABAR_POKECENTER_1F Entrance	(Cinnabar)
X	(X)	->	CINNABAR_POKECENTER_1F Stairs	(Cinnabar Pokecenter)
X	(X)	->	X	(X)
X	(X)	->	X	(X)
Copycats Room Entrance	(Copycats House)	->	Copycats House 2F Down Exit	(Copycats House 2F)
COPYCATS_HOUSE_1F Exit	(Copycats House)	->	COPYCATS_HOUSE_1F Entrance	(Saffron)
COPYCATS_HOUSE_1F Exit 2	(Copycats House)	->	COPYCATS_HOUSE_1F Entrance	(Saffron)
Copycats House 2F Down Exit	(Copycats House 2F)	->	Copycats Room Entrance	(Copycats House)
DANCE_THEATRE Exit	(Dance Theater)	->	DANCE_THEATRE Entrance	(Ecruteak)
DANCE_THEATRE Exit 2	(Dance Theater)	->	DANCE_THEATRE Entrance	(Ecruteak)
Dark Cave North Exit	(Dark Cave North)	->	DARK_CAVE_BLACKTHORN_ENTRANCE Entrance	(Blackthorn)
Dark Cave North to South	(Dark Cave North Block)	->	Dark Cave Blackthorn Passage	(Dark Cave Violet to Blackthorn)
Dark Cave Blackthorn Passage	(Dark Cave Violet to Blackthorn)	->	Dark Cave North to South	(Dark Cave North Block)
Dark Cave Route 46 Exit	(Dark Cave Route 46)	->	Route 46 Dark Cave Entrance	(Blackthorn Lower)
Dark Cave Violet Exit	(Dark Cave Violet)	->	DARK_CAVE_VIOLET_ENTRANCE Entrance	(Route 31)
Daycare to Route Exit	(Daycare)	->	Route 34 Daycare Entrance	(Goldenrod)
Daycare to Route Exit 2	(Daycare)	->	Route 34 Daycare Entrance 2	(Goldenrod)
Daycare to Pokemon	(Daycare)	->	Day Care Pokemon Entrance	(Day Care Outside)
Daycare to Pokemon  2	(Daycare)	->	Day Care Pokemon Entrance	(Day Care Outside)
Siblings House Exit	(Siblings House)	->	DAY_OF_WEEK_SIBLINGS_HOUSE Entrance	(Route 26)
Siblings House Exit 2	(Siblings House)	->	DAY_OF_WEEK_SIBLINGS_HOUSE Entrance	(Route 26)
Digletts Cave Route 2 Exit	(Digletts Cave Route 2 Side)	->	Route 2 Digletts Cave Entrance	(Route 2 Diglett)
Digletts Cave Ladder Vermilion	(Digletts Cave Main)	->	Digletts Cave Vermilion Side	(Digletts Cave Vermilion Side)
Digletts Cave Route 2 Side	(Digletts Cave Route 2 Side)	->	Digletts Cave Ladder Route 2	(Digletts Cave Main)
Digletts Cave Vermilion Exit	(Digletts Cave Vermilion Side)	->	Vermilion Digletts Cave Entrance	(Snorlax)
Digletts Cave Ladder Route 2	(Digletts Cave Main)	->	Digletts Cave Route 2 Side	(Digletts Cave Route 2 Side)
Digletts Cave Vermilion Side	(Digletts Cave Vermilion Side)	->	Digletts Cave Ladder Vermilion	(Digletts Cave Main)
DRAGON_SHRINE Exit	(Dragon Shrine)	->	DRAGON_SHRINE Entrance	(Dragons Den Shrine)
DRAGON_SHRINE Exit 2	(Dragon Shrine)	->	DRAGON_SHRINE Entrance	(Dragons Den Shrine)
Dragons Den Hall 1 Ladder Down	(Dragons Den Hall 1)	->	Dragons Den Hall 2 Ladder Up	(Dragons Den Hall 2)
DRAGONS_DEN_1F Exit	(Dragons Den Hall 1)	->	DRAGONS_DEN_1F Entrance	(Blackthorn Clair Defeated Surf)
Dragons Den Hall 2 Ladder Up	(Dragons Den Hall 2)	->	Dragons Den Hall 1 Ladder Down	(Dragons Den Hall 1)
Dragons Den Main Entrance	(Dragons Den Hall 2)	->	Dragons Den Main Exit	(Dragons Den)
DRAGON_SHRINE Entrance	(Dragons Den Shrine)	->	DRAGON_SHRINE Exit	(Dragon Shrine)
Dragons Den Main Exit	(Dragons Den)	->	Dragons Den Main Entrance	(Dragons Den Hall 2)
Violet School Exit	(Violet School)	->	Violet School Entrance	(Violet)
Violet School Exit 2	(Violet School)	->	Violet School Entrance	(Violet)
Ecruteak West to Route 38 Gate Entrance	(Ecruteak)	->	Ecruteak Exit from Route 38	(Ecruteak/Route 38 Gate)
Ecruteak West to Route 38 Gate Entrance 2	(Ecruteak)	->	Ecruteak Exit from Route 38  2	(Ecruteak/Route 38 Gate)
ECRUTEAK_ITEMFINDER_HOUSE Entrance	(Ecruteak)	->	ECRUTEAK_ITEMFINDER_HOUSE Exit	(Ecruteak Itemfinder House)
ECRUTEAK_TIN_TOWER_ENTRANCE Entrance	(Ecruteak)	->	Tin Tower Access Exit	(Tin Tower Access Entrance)
WISE_TRIOS_ROOM Entrance	(Ecruteak Tin Tower)	->	Wise Trio East Exit	(Wise Trio East)
WISE_TRIOS_ROOM Entrance 2	(Ecruteak Tin Tower)	->	Wise Trio East Exit 2	(Wise Trio East)
DANCE_THEATRE Entrance	(Ecruteak)	->	DANCE_THEATRE Exit	(Dance Theater)
